price,xgb,lightgbm
600000000.000001,554300000,620400000
5.9e+08,583900000,628700000
340000000.000001,3.69e+08,3.65e+08
5.3e+08,474300000,465500000
8e+08,598500000,616100000
5.2e+08,595100000,595400000
1.1e+09,711800000,7.48e+08
4.6e+08,528700000,478200000
340000000.000001,389400000,393200000
4.32e+08,389900000,383800000
539999999.999999,611300000,598800000
1.15e+09,1190900000,1.228e+09
3.13e+08,383300000,361100000
640000000.000001,732800000,743700000
979999999.999999,870600000,8.66e+08
1.54e+09,948900000,940300000
664999999.999999,790700000,776400000
620000000.000001,6.25e+08,605700000
770000000.000001,616800000,615300000
1.05e+09,1092300000,1067400000
880000000.000001,812200000,839800000
1.65e+09,1.371e+09,1336800000
6.5e+08,671700000,645600000
3e+08,460100000,469200000
1.5e+09,1242600000,1313200000
990000000.000001,748600000,768500000
1.2e+09,1122500000,1137500000
484999999.999999,457300000,463200000
4.15e+08,444600000,446300000
399999999.999999,400200000,390800000
3.1e+08,443100000,474600000
5.7e+08,4.99e+08,547700000
7.5e+08,778300000,823600000
5.3e+08,7.07e+08,751500000
550000000.000001,587600000,620100000
7.5e+08,602400000,616400000
3e+08,334400000,336300000
6.8e+08,8.84e+08,942600000
449999999.999999,409600000,394500000
3.3e+08,447700000,412100000
3.95e+08,489300000,541800000
7.4e+08,531900000,527800000
3.3e+08,377700000,3.57e+08
3.6e+08,374500000,369900000
419999999.999999,614400000,580600000
620000000.000001,489100000,4.79e+08
539999999.999999,529400000,5.25e+08
5.9e+08,485300000,480700000
3.85e+08,426700000,4.33e+08
1.38e+09,866700000,843400000
5e+08,401500000,394200000
382999999.999999,338700000,3.43e+08
3.68e+08,360400000,371100000
5.2e+08,465300000,475500000
340000000.000001,386100000,379800000
7.5e+08,662600000,6.52e+08
467000000.000001,737700000,743100000
340000000.000001,386100000,379800000
340000000.000001,386100000,379800000
1.5e+09,1021600000,959500000
6.5e+08,663600000,630200000
720000000.000001,753300000,749100000
3.78e+08,356900000,349500000
7.5e+08,805100000,7.68e+08
3.1e+08,355900000,342300000
749900000,731500000,744200000
549900000.000001,588300000,587200000
998000000.000001,1016600000,1132300000
8e+08,752400000,771400000
950000000.000001,721900000,706500000
349999999.999999,324900000,332100000
388999999.999999,494900000,461400000
410000000.000001,403400000,411700000
3.6e+08,364500000,373700000
3.3e+08,400900000,392600000
419999999.999999,430800000,428200000
3.3e+08,401500000,389100000
849999999.999999,782900000,849300000
3.2e+08,444600000,440700000
399999999.999999,353700000,357100000
1.25e+09,1087700000,926800000
550000000.000001,572600000,576100000
1.3e+09,7.3e+08,803700000
1.45e+09,1218100000,1247900000
950000000.000001,818700000,821700000
443999999.999999,456600000,429100000
1e+09,717400000,6.68e+08
729999999.999999,744400000,708200000
1.15e+09,982900000,974100000
1.09e+09,712600000,725100000
1e+09,776800000,849300000
7.15e+08,754500000,755300000
1.38e+09,1.316e+09,1311300000
1.35e+09,1.316e+09,1311300000
1.4e+09,1.316e+09,1311300000
1.45e+09,1.316e+09,1311300000
1.43e+09,1.316e+09,1311300000
390000000.000001,407400000,388800000
3.3e+08,480100000,4.82e+08
3.65e+08,5.22e+08,5.09e+08
4.3e+08,498700000,496300000
1.2e+09,809500000,835400000
4.05e+08,443700000,443800000
326500000,312800000,326800000
341500000,374800000,363600000
479999999.999999,596400000,554900000
7.5e+08,880900000,875200000
560000000.000001,544300000,5.04e+08
1.05e+09,1.259e+09,1192900000
4.6e+08,750800000,740400000
5e+08,456800000,448200000
349999999.999999,376400000,372500000
7.4e+08,773100000,760100000
369999999.999999,404700000,388600000
4.15e+08,390400000,371500000
4.15e+08,390400000,371500000
3.15e+08,3.79e+08,363800000
349999999.999999,319100000,314300000
5.7e+08,463300000,503300000
6.5e+08,440100000,444400000
5.7e+08,4.81e+08,477400000
4.3e+08,434100000,4.16e+08
1.2e+09,727300000,705900000
494560000.000001,457400000,453400000
3.6e+08,340900000,350400000
410000000.000001,368800000,3.84e+08
482906160,457400000,453400000
4.3e+08,4.05e+08,399200000
449999999.999999,4.34e+08,432400000
3.6e+08,340900000,350400000
1.08e+09,795500000,821400000
640000000.000001,608300000,630400000
493280000,457400000,453400000
480416640,457400000,453400000
3.35e+08,391700000,415300000
390000000.000001,530800000,548500000
659999999.999999,507400000,506400000
449999999.999999,341200000,354800000
620000000.000001,523600000,500200000
419999999.999999,413300000,412400000
3.6e+08,340900000,350400000
3.6e+08,340900000,350400000
550000000.000001,568300000,585200000
3.6e+08,340900000,350400000
4.6e+08,603300000,596400000
3e+08,3.61e+08,356600000
4.09e+08,399300000,405200000
7e+08,579100000,583300000
3.6e+08,340900000,350400000
3.6e+08,340900000,350400000
4.4e+08,415600000,427200000
340000000.000001,451900000,4.5e+08
5.7e+08,582900000,594800000
550000000.000001,386500000,391500000
550000000.000001,386500000,391500000
6.1e+08,542900000,520800000
741999999.999999,643300000,642900000
3.6e+08,340900000,350400000
3.6e+08,367100000,364100000
8e+08,566800000,612100000
3.6e+08,340900000,350400000
340000000.000001,354600000,360200000
3.6e+08,340900000,350400000
3.6e+08,340900000,350400000
5.8e+08,583700000,603900000
5e+08,465800000,4.82e+08
671807000.000001,487700000,490400000
758999999.999999,788700000,777500000
5.3e+08,503900000,533500000
979999999.999999,719900000,776600000
3.6e+08,340900000,350400000
1.6e+09,1369300000,1298400000
979999999.999999,795300000,798300000
1.05e+09,858800000,914400000
620000000.000001,768800000,760800000
900000000.000001,768900000,782500000
4.75e+08,394200000,396100000
587571499.999999,460400000,470100000
1.35e+09,1.117e+09,1107100000
675000000.000001,673500000,699600000
900000000.000001,1004500000,1043800000
1.25e+09,1311200000,1309600000
5.7e+08,659100000,663600000
550000000.000001,6.14e+08,625900000
1.25e+09,937400000,941200000
6.7e+08,527200000,543300000
539999999.999999,564300000,588500000
1.03e+09,821100000,822800000
1.5e+09,651800000,671700000
490000000.000001,4.89e+08,4.91e+08
7.5e+08,8.01e+08,815300000
1.6e+09,992600000,997800000
6.7e+08,724700000,729400000
889999999.999999,760900000,752600000
9.6e+08,992100000,1006700000
990000000.000001,9.7e+08,965600000
5.84e+08,582300000,606500000
1.15e+09,1074100000,1066500000
600000000.000001,591600000,619300000
950000000.000001,806800000,789900000
600000000.000001,621500000,597100000
1.1e+09,868500000,857700000
1.17e+09,1024500000,1053800000
7.5e+08,587100000,599800000
505000000.000001,523700000,525600000
6.95e+08,730900000,7.61e+08
600000000.000001,612300000,587100000
6.1e+08,595400000,616500000
6.7e+08,648100000,664400000
620000000.000001,561900000,555500000
550000000.000001,476300000,499900000
5.9e+08,607100000,603400000
950000000.000001,939500000,900500000
6.45e+08,737500000,712700000
900000000.000001,658700000,715500000
612000000.000001,559100000,582400000
630000000.000001,589900000,606900000
620000000.000001,573700000,575300000
1.55e+09,1044400000,1036200000
479999999.999999,575800000,566400000
5e+08,486900000,476100000
1e+09,656700000,660400000
428999999.999999,448700000,421800000
8.4e+08,575300000,6.31e+08
1.1e+09,1088100000,986400000
1.25e+09,896700000,866400000
1.38e+09,1248800000,1220700000
1.05e+09,1260700000,1254900000
990000000.000001,987100000,971700000
7e+08,757500000,748300000
1.18e+09,1122100000,1133800000
1.4e+09,1364700000,1352100000
600000000.000001,729300000,757400000
1.175e+09,1071600000,1106300000
1.05e+09,1080600000,1057900000
1.65e+09,1205400000,1246200000
970000000.000001,903900000,871800000
1.15e+09,1199100000,1191300000
1.06e+09,979100000,979800000
1.6e+09,1210600000,1236800000
1.1e+09,1170300000,1131500000
1e+09,1036700000,1.038e+09
1.5e+09,1134200000,1187800000
1.075e+09,1033100000,1020900000
1.3e+09,1261500000,1319500000
979999999.999999,1127100000,1174200000
1.2e+09,1178400000,1201700000
1.2e+09,989200000,954800000
8.59e+08,899800000,920500000
1.5e+09,1119200000,1275700000
1.25e+09,1295400000,1292600000
600000000.000001,672100000,671600000
685000000.000001,708600000,700600000
479999999.999999,451900000,452900000
490000000.000001,459100000,477800000
479999999.999999,459100000,477800000
390000000.000001,392900000,3.86e+08
4.95e+08,459200000,441400000
1.05e+09,548800000,541100000
708999999.999999,639900000,662300000
849999999.999999,636500000,584300000
1.15e+09,750700000,729300000
399999999.999999,645700000,656100000
390000000.000001,385200000,369700000
470000000.000001,596200000,588400000
620000000.000001,5.7e+08,551700000
3.2e+08,400500000,391500000
3.95e+08,421200000,420400000
689999999.999999,785900000,781800000
5.3e+08,598700000,554800000
1.6e+09,1.039e+09,1.094e+09
1.2e+09,1170800000,1097900000
1.2e+09,915500000,919700000
5.8e+08,868900000,8.9e+08
6.5e+08,646300000,655500000
849999999.999999,707300000,737500000
399999999.999999,368900000,369900000
340000000.000001,380800000,384600000
790000000.000001,668500000,692200000
749900000,586100000,566100000
829999999.999999,601200000,613100000
8e+08,929100000,957700000
9.95e+08,1144900000,1.06e+09
479999999.999999,433600000,4.39e+08
3.8e+08,689700000,621400000
510000000.000001,481500000,476900000
4.79e+08,558900000,557500000
790000000.000001,624500000,631400000
920000000.000001,9.56e+08,1023900000
8e+08,926400000,885500000
849999999.999999,1072800000,1068400000
1.2e+09,756600000,756400000
4.95e+08,491400000,502500000
479999999.999999,421900000,420100000
4.35e+08,610500000,603400000
5.7e+08,709300000,754100000
1.5e+09,1469900000,1505600000
3.6e+08,368300000,369700000
3.26e+08,372900000,365400000
5e+08,483100000,474600000
340000000.000001,350400000,355600000
4.22e+08,466500000,443300000
3.26e+08,372900000,365400000
7.5e+08,952200000,910700000
3e+08,383900000,400900000
1.25e+09,902800000,867900000
1.55e+09,1163300000,1138400000
3.6e+08,355500000,356700000
449999999.999999,568900000,550100000
900000000.000001,9.1e+08,899900000
349999999.999999,481700000,481300000
1.28e+09,878400000,891600000
900000000.000001,602200000,557700000
4.4e+08,415100000,400600000
399999999.999999,368500000,406300000
349999999.999999,380100000,385800000
349999999.999999,4.22e+08,403900000
399999999.999999,380700000,374200000
947999999.999998,835900000,843800000
3.1e+08,364400000,360800000
470000000.000001,4.96e+08,498600000
3.45e+08,418900000,418900000
7.5e+08,7.54e+08,752700000
5.7e+08,505800000,504500000
4.4e+08,531200000,524800000
419999999.999999,489200000,451700000
849999999.999999,855100000,817300000
3.1e+08,312200000,315100000
3.3e+08,359100000,353100000
449999999.999999,492700000,497300000
390000000.000001,397100000,401100000
4.35e+08,449500000,448200000
479999999.999999,484500000,4.8e+08
399999999.999999,408400000,398500000
479999999.999999,511300000,490700000
3.3e+08,3.73e+08,366800000
399999999.999999,401200000,393300000
4.25e+08,539800000,556300000
349999999.999999,353700000,346400000
390000000.000001,5.01e+08,449400000
349999999.999999,338600000,3.47e+08
449999999.999999,469400000,459800000
3.45e+08,326200000,332200000
340000000.000001,450300000,4.37e+08
3.6e+08,350600000,350200000
5e+08,504100000,491200000
4.3e+08,506400000,495700000
449999999.999999,4.11e+08,413800000
550000000.000001,506200000,502800000
410000000.000001,413500000,412100000
387000000.000001,406500000,392700000
470000000.000001,481600000,479200000
6.5e+08,4.87e+08,515800000
600000000.000001,530200000,4.96e+08
516999999.999999,512900000,494900000
1.398e+09,903800000,948900000
1.54e+09,999600000,1.049e+09
849999999.999999,972800000,982400000
829999999.999999,703300000,751400000
5.95e+08,737900000,694200000
900000000.000001,680500000,6.19e+08
4.25e+08,583700000,590400000
979999999.999999,784800000,8.65e+08
950000000.000001,1.013e+09,994400000
369999999.999999,394600000,404900000
490000000.000001,558300000,542500000
900000000.000001,772900000,7.15e+08
369999999.999999,377600000,374200000
3.3e+08,402500000,381700000
5.2e+08,592800000,579700000
4.55e+08,470300000,452600000
3.3e+08,371400000,3.52e+08
849999999.999999,538800000,562300000
6.5e+08,804200000,811600000
3.2e+08,3.79e+08,397200000
3.3e+08,3.79e+08,397200000
443999999.999999,417400000,409900000
3e+08,379100000,382300000
4.57e+08,449300000,450200000
443999999.999999,417400000,409900000
443999999.999999,417400000,409900000
4.15e+08,4.14e+08,420600000
4.15e+08,4.14e+08,420600000
5.2e+08,415900000,398300000
428999999.999999,394700000,383800000
5.2e+08,432800000,413100000
505000000.000001,402800000,406400000
6.5e+08,684500000,705600000
5.2e+08,565900000,5.53e+08
770000000.000001,599800000,579600000
419999999.999999,413300000,412400000
419999999.999999,413300000,412400000
640000000.000001,608300000,630400000
5.3e+08,4.88e+08,485100000
7.4e+08,621500000,628200000
3e+08,4.37e+08,420600000
615000000.000001,629600000,616500000
979999999.999999,936500000,960300000
5.9e+08,607100000,603400000
5.9e+08,607100000,603400000
5.35e+08,517200000,521800000
410000000.000001,456500000,436100000
970000000.000001,920500000,955300000
6.8e+08,455100000,462200000
399999999.999999,422200000,4.27e+08
5.93e+08,773900000,747800000
1.07e+09,893300000,890600000
369999999.999999,521700000,503500000
1.5e+09,971100000,919100000
9.35e+08,972300000,958600000
1.15e+09,8.9e+08,958200000
8e+08,786400000,793800000
7.4e+08,711300000,717500000
7.5e+08,706300000,713700000
560000000.000001,510400000,5.04e+08
449999999.999999,396300000,398100000
5e+08,459700000,457100000
479999999.999999,451900000,452900000
6.1e+08,620100000,6.13e+08
419999999.999999,422900000,441300000
343000000.000001,323400000,328100000
7.8e+08,955800000,907300000
898000000.000001,857900000,913900000
550000000.000001,424900000,421200000
1.3e+09,1063100000,1116900000
1.25e+09,783200000,771400000
4.25e+08,464900000,472500000
1e+09,980700000,945700000
900000000.000001,796900000,781500000
7e+08,691300000,684700000
990000000.000001,9.7e+08,965600000
900000000.000001,796900000,781500000
490000000.000001,4.89e+08,4.91e+08
9.95e+08,914600000,932300000
1.25e+09,1.129e+09,1.157e+09
3.2e+08,475700000,466600000
490000000.000001,4.89e+08,4.91e+08
1.3e+09,1031200000,1053600000
8.2e+08,675500000,717900000
9.95e+08,1080600000,1057900000
7.5e+08,749100000,810400000
1.4e+09,1075600000,1045700000
1.4e+09,1075600000,1045700000
1.59e+09,1503600000,1456200000
1.15e+09,970300000,942400000
1.25e+09,1295400000,1292600000
1.25e+09,1295400000,1292600000
849999999.999999,993300000,995700000
600000000.000001,521500000,494400000
1.05e+09,858800000,914400000
889999999.999999,503900000,496200000
849999999.999999,1047600000,965600000
849999999.999999,1047600000,965600000
550000000.000001,528700000,534500000
5.9e+08,486800000,464900000
340000000.000001,299500000,310600000
399999999.999999,405700000,395500000
759999999.999999,6.72e+08,691800000
1e+09,819300000,842600000
950000000.000001,971900000,964300000
874999999.999999,807900000,773500000
4.59e+08,611200000,635800000
419999999.999999,412400000,405300000
550000000.000001,468700000,446200000
4.3e+08,454700000,438900000
1.086e+09,972600000,930100000
3.8e+08,455400000,450200000
550000000.000001,752900000,692100000
302600000,3.11e+08,320700000
470000000.000001,459800000,465300000
470000000.000001,465500000,467900000
1.07e+09,1152600000,1184400000
950000000.000001,1033200000,1010100000
410000000.000001,397100000,414600000
550000000.000001,5.84e+08,634900000
340000000.000001,373400000,374500000
3.25e+08,360500000,366600000
470000000.000001,490700000,482800000
349999999.999999,355200000,356600000
3.6e+08,459200000,448900000
479999999.999999,459700000,463500000
4.35e+08,441300000,440600000
4.15e+08,381600000,391800000
4.4e+08,403700000,417500000
410000000.000001,427800000,430900000
6.35e+08,478200000,478500000
630000000.000001,549200000,531500000
770000000.000001,720900000,705600000
399999999.999999,406300000,412700000
5.8e+08,684200000,694500000
449999999.999999,361600000,367500000
4.75e+08,444200000,437900000
5.8e+08,690100000,731700000
6.5e+08,618900000,637700000
950000000.000001,873200000,864500000
6.5e+08,564800000,575400000
397000000.000001,5.21e+08,543500000
1.65e+09,1408200000,1.377e+09
348000000.000001,421500000,400300000
1.4e+09,1.143e+09,1.127e+09
3.8e+08,454700000,461600000
1.15e+09,1110300000,1106700000
550000000.000001,577700000,587600000
7e+08,712700000,711500000
6.5e+08,645400000,623600000
5.35e+08,583600000,5.87e+08
698000000.000001,707900000,683100000
1.15e+09,968800000,1.014e+09
6.8e+08,672300000,634200000
689999999.999999,5.67e+08,577100000
889999999.999999,1.027e+09,1065200000
7.5e+08,593100000,601200000
640000000.000001,7.11e+08,731500000
970000000.000001,849200000,849800000
374999999.999999,529900000,505700000
479999999.999999,633100000,606300000
4.4e+08,569400000,553400000
1.15e+09,948800000,1012800000
479999999.999999,482800000,478300000
7.5e+08,754700000,734500000
479999999.999999,541500000,546700000
1.4e+09,1108200000,1076600000
950000000.000001,960900000,981300000
729999999.999999,816400000,831300000
1.4e+09,1296200000,1329100000
1.25e+09,1162200000,1133500000
4.65e+08,517600000,496200000
3.95e+08,386500000,382500000
685287999.999999,440700000,462600000
410000000.000001,3.69e+08,3.72e+08
399999999.999999,4.3e+08,433100000
349999999.999999,4.29e+08,416900000
576485000,436100000,4.39e+08
1.26e+09,990300000,1090500000
1e+09,1207400000,1097600000
390000000.000001,424300000,4.31e+08
1.36e+09,1.139e+09,1111700000
4.58e+08,571700000,557600000
3.15e+08,422200000,427500000
391999999.999999,371400000,371100000
5e+08,383300000,382400000
5.9e+08,573600000,576300000
4.3e+08,415900000,414500000
560000000.000001,468400000,476500000
449999999.999999,506900000,505900000
410000000.000001,415400000,412700000
349999999.999999,452100000,440200000
4.6e+08,550400000,640400000
4.28e+08,5.17e+08,533400000
539999999.999999,558800000,571900000
6.5e+08,811800000,857700000
790000000.000001,664300000,682700000
7.5e+08,746300000,736700000
8e+08,953800000,933200000
859999999.999999,672200000,701800000
720000000.000001,1092900000,1.049e+09
1.4e+09,1128200000,1152700000
1.2e+09,1447200000,1.41e+09
8.19e+08,976900000,895600000
1.6e+09,1173200000,1054900000
4.35e+08,509200000,502200000
6.5e+08,574200000,566100000
510000000.000001,571200000,592900000
6.5e+08,836200000,791300000
479999999.999999,651200000,626700000
7e+08,739300000,729400000
7e+08,739300000,729400000
3.6e+08,350900000,358300000
3.2e+08,311900000,316200000
3.25e+08,352200000,347400000
390000000.000001,349200000,373500000
470000000.000001,415700000,442100000
3.25e+08,374700000,352700000
3.3e+08,339600000,347300000
4.95e+08,515200000,4.59e+08
449999999.999999,579800000,571200000
809999999.999999,719200000,632600000
3.8e+08,339800000,340600000
5e+08,526600000,5.23e+08
3.2e+08,374100000,3.4e+08
4.15e+08,399700000,385500000
3.98e+08,442900000,456300000
410000000.000001,456500000,436100000
600000000.000001,744400000,767900000
970000000.000001,878600000,892400000
4.6e+08,809100000,747100000
3.1e+08,361600000,351400000
979999999.999999,802300000,804700000
4.47e+08,520100000,522200000
9.6e+08,834700000,769400000
950000000.000001,799800000,834300000
1.15e+09,879800000,911900000
1.1e+09,904200000,882900000
659999999.999999,482700000,488100000
5.3e+08,532300000,500700000
6.5e+08,625600000,650300000
5e+08,513900000,519400000
950000000.000001,854200000,829700000
849999999.999999,881200000,838500000
479999999.999999,4.53e+08,446200000
3.6e+08,337800000,351200000
390000000.000001,399400000,3.85e+08
3.6e+08,337800000,351200000
3.6e+08,337800000,351200000
3.8e+08,3.47e+08,363300000
4.3e+08,390200000,397400000
3.6e+08,337800000,351200000
4.32e+08,402300000,4.09e+08
3.69e+08,462100000,463200000
5.7e+08,523700000,520900000
4.3e+08,390200000,397400000
3.6e+08,337800000,351200000
4.54e+08,430800000,438500000
3.45e+08,637100000,620700000
390000000.000001,432100000,445300000
1.3e+09,925100000,982700000
489000000.000001,581400000,569900000
6.7e+08,737100000,727700000
489000000.000001,581400000,569900000
489000000.000001,581400000,569900000
7.5e+08,724500000,693500000
849999999.999999,785500000,777200000
5.2e+08,652200000,670200000
620000000.000001,828800000,844300000
4.75e+08,4.86e+08,488100000
759999999.999999,714400000,703700000
355000000.000001,474700000,5.12e+08
489000000.000001,581400000,569900000
1.05e+09,1142400000,1.097e+09
1.2e+09,9.33e+08,910200000
9.95e+08,1080600000,1057900000
1.28e+09,756900000,839700000
9.6e+08,894300000,837600000
1.35e+09,1126600000,1169700000
689999999.999999,785900000,781800000
6.8e+08,888900000,892900000
894999999.999999,927400000,896100000
600000000.000001,5.19e+08,495400000
1e+09,1014600000,1.036e+09
399999999.999999,4.71e+08,4.39e+08
849999999.999999,953600000,9.47e+08
1.05e+09,858800000,914400000
419999999.999999,5.08e+08,464800000
615000000.000001,560500000,529200000
550000000.000001,528700000,534500000
550000000.000001,528700000,534500000
550000000.000001,528700000,534500000
550000000.000001,528700000,534500000
8e+08,701800000,7.6e+08
950000000.000001,978900000,977100000
449999999.999999,348700000,352300000
970000000.000001,1020600000,996400000
849999999.999999,808800000,789800000
479999999.999999,480900000,487100000
4.14e+08,450600000,462900000
775000000.000001,803600000,789500000
550000000.000001,574700000,5.74e+08
6.5e+08,662900000,643200000
4.35e+08,565500000,545800000
5.2e+08,512200000,534500000
1.37e+09,907400000,941600000
7.99e+08,7.01e+08,699800000
470000000.000001,432400000,420200000
3.45e+08,353300000,3.6e+08
7.5e+08,779600000,762200000
5.2e+08,584100000,605900000
560000000.000001,609600000,630500000
449999999.999999,501400000,514300000
4.95e+08,564300000,553900000
419999999.999999,461800000,471100000
340000000.000001,389900000,351800000
3.07e+08,339900000,340500000
3.3e+08,437500000,442100000
5e+08,600300000,631500000
900000000.000001,405200000,453500000
3.25e+08,3.69e+08,379900000
3e+08,487800000,417300000
304500000,335100000,336300000
869999999.999999,5.54e+08,547600000
3.98e+08,571500000,553800000
560000000.000001,502200000,504600000
6.5e+08,562600000,549500000
449999999.999999,471400000,473500000
3.25e+08,368100000,383500000
3.2e+08,355500000,349500000
4.3e+08,4.31e+08,427500000
600000000.000001,541400000,561900000
3e+08,330400000,3.77e+08
550000000.000001,5.23e+08,535700000
560000000.000001,565200000,593800000
550000000.000001,5.29e+08,512400000
470000000.000001,372600000,371200000
900000000.000001,883800000,878900000
4.3e+08,540400000,545300000
1.25e+09,1.013e+09,1014600000
689999999.999999,734200000,725400000
5.3e+08,600700000,601300000
399999999.999999,606400000,576100000
8e+08,741300000,734500000
5.2e+08,659700000,649500000
5.8e+08,859500000,818100000
6.8e+08,663300000,651800000
1.55e+09,1428700000,1408400000
9.6e+08,956500000,985200000
849999999.999999,995100000,975700000
970000000.000001,1101100000,1042600000
510000000.000001,425900000,417600000
6.7e+08,677300000,678400000
3.69e+08,476300000,4.71e+08
3.8e+08,450400000,424300000
3.1e+08,341500000,346700000
6.95e+08,714400000,658100000
600000000.000001,664800000,635200000
4.6e+08,471100000,474700000
3.8e+08,393600000,396600000
329900000,344100000,3.43e+08
4.05e+08,360900000,360400000
8e+08,767800000,784300000
1.35e+09,619100000,622300000
3.6e+08,490200000,496100000
620000000.000001,476500000,504700000
449999999.999999,481300000,462600000
516999999.999999,511200000,490200000
659999999.999999,786600000,769400000
4.6e+08,551800000,543300000
479999999.999999,500900000,469100000
390000000.000001,438100000,443800000
3.19e+08,304800000,313300000
4.3e+08,421700000,417900000
369999999.999999,4.09e+08,379500000
479999999.999999,408200000,399900000
5.9e+08,569700000,5.31e+08
3.65e+08,572400000,5.72e+08
4.3e+08,514700000,5.25e+08
479999999.999999,507800000,470300000
410000000.000001,424400000,422300000
419999999.999999,358500000,361700000
410000000.000001,528300000,528700000
564999999.999999,772400000,765100000
4.55e+08,399300000,402400000
950000000.000001,531800000,510600000
3.35e+08,357200000,366800000
3.99e+08,402300000,391200000
7.8e+08,874600000,851900000
6.8e+08,6.58e+08,671800000
510000000.000001,461900000,472500000
5.8e+08,700900000,740600000
479999999.999999,480300000,503100000
364708200,363300000,364400000
3.8e+08,420100000,398600000
3.2e+08,352700000,363600000
449999999.999999,369200000,373700000
5e+08,430900000,433400000
7.5e+08,523100000,523900000
3.6e+08,392400000,381900000
5.9e+08,514800000,532400000
479999999.999999,465300000,457200000
5.8e+08,445100000,453600000
3.15e+08,325800000,321200000
355000000.000001,325800000,331100000
419999999.999999,411500000,412300000
428999999.999999,524100000,481700000
3.2e+08,414900000,406700000
390000000.000001,405800000,401700000
5.2e+08,543200000,565100000
3.2e+08,385600000,373700000
5.95e+08,5.83e+08,576500000
410000000.000001,525100000,499900000
398963399.999999,394400000,403600000
3.8e+08,376900000,373900000
4.6e+08,514200000,514600000
3.88e+08,391200000,394800000
390000000.000001,401200000,394100000
349999999.999999,462500000,435200000
4.14e+08,447900000,461900000
6.5e+08,673800000,726900000
729999999.999999,726100000,709800000
620000000.000001,565400000,5.85e+08
3.8e+08,399700000,404400000
889999999.999999,759200000,774200000
5.8e+08,584400000,591200000
539999999.999999,622700000,664800000
5.9e+08,499300000,507600000
689999999.999999,614900000,597900000
4.6e+08,747500000,745700000
6.5e+08,581400000,6.2e+08
550000000.000001,4.7e+08,481900000
630000000.000001,577100000,591900000
7e+08,870400000,8.65e+08
550000000.000001,631600000,648500000
620000000.000001,577400000,5.79e+08
479999999.999999,574500000,563700000
7e+08,737600000,718100000
869999999.999999,7.87e+08,755200000
449999999.999999,503800000,528200000
539999999.999999,638200000,638600000
349999999.999999,4.27e+08,412600000
8.2e+08,670100000,702400000
4.83e+08,500500000,530500000
490000000.000001,559200000,578200000
5.2e+08,645900000,592300000
550000000.000001,566300000,590400000
399999999.999999,424800000,415200000
5.95e+08,634800000,601600000
7.1e+08,6.37e+08,629800000
470000000.000001,562100000,565500000
514999999.999999,486800000,509500000
6.95e+08,616100000,618800000
6.5e+08,592800000,579800000
900000000.000001,1.051e+09,1043800000
5.2e+08,519300000,514400000
525000000.000001,657200000,679600000
6.1e+08,6.56e+08,664200000
1.05e+09,582200000,646800000
470000000.000001,4.84e+08,484300000
1.25e+09,1095400000,1113300000
8.4e+08,1039500000,974200000
974999999.999999,9.19e+08,9.1e+08
1.06e+09,1072600000,1057300000
5.8e+08,5.91e+08,580500000
1.4e+09,1402200000,1381500000
620000000.000001,642500000,626500000
1.15e+09,1103700000,1137600000
6.95e+08,832200000,800100000
859999999.999999,807500000,8.13e+08
6.8e+08,652400000,661200000
1.5e+09,1158700000,1258900000
1.55e+09,1086200000,1092700000
1.03e+09,871800000,924400000
1.5e+09,1158700000,1258900000
689999999.999999,879400000,879100000
900000000.000001,1012100000,993300000
1.07e+09,1.244e+09,1168500000
1.35e+09,1429600000,1418400000
4.3e+08,432700000,436400000
390000000.000001,386700000,400200000
550000000.000001,551700000,583300000
869999999.999999,797400000,835800000
859999999.999999,1053900000,965500000
579900000.000001,535600000,541900000
419999999.999999,484700000,478300000
900000000.000001,888600000,8.81e+08
550000000.000001,609700000,565500000
1.1e+09,810700000,823200000
1.225e+09,1138400000,1174600000
6.95e+08,961100000,929400000
770000000.000001,739700000,711200000
7.8e+08,734100000,702100000
1.1e+09,1306300000,1245800000
560000000.000001,667500000,674300000
4.6e+08,632800000,6.59e+08
1.6e+09,1330500000,1311200000
340000000.000001,366200000,3.62e+08
4.95e+08,458300000,469700000
3.95e+08,405700000,414400000
5.7e+08,489600000,476400000
930000000.000001,486700000,503900000
449999999.999999,513100000,521600000
449999999.999999,388700000,3.8e+08
1.3e+09,961500000,1016500000
8.2e+08,733400000,7.98e+08
6.5e+08,581800000,591900000
349999999.999999,392800000,386800000
328500000.000001,362900000,3.83e+08
3.8e+08,473600000,455300000
349999999.999999,392800000,386800000
340000000.000001,345400000,360800000
8.88e+08,6.41e+08,628100000
4.4e+08,397500000,396600000
410000000.000001,361300000,375100000
3.13e+08,386300000,381600000
9.4e+08,1039500000,1046900000
784999999.999999,881100000,909800000
479999999.999999,509100000,496300000
4.3e+08,460200000,4.37e+08
620000000.000001,624600000,585500000
7.8e+08,806100000,8.16e+08
6.5e+08,605800000,619800000
4.6e+08,4.85e+08,449400000
3.3e+08,440400000,4.83e+08
7.99e+08,810700000,811500000
449999999.999999,451900000,437200000
5.7e+08,472400000,477500000
1e+09,967100000,965400000
1.25e+09,782100000,800800000
1.1e+09,1129400000,1077600000
900000000.000001,802600000,817800000
900000000.000001,1076300000,1057400000
920000000.000001,1025600000,961900000
331999999.999999,411600000,418900000
900000000.000001,503500000,521900000
600000000.000001,684300000,689600000
3.6e+08,331900000,336900000
3e+08,491700000,502700000
